punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
465,8.93,CORSO Lorenzo,1999,CM,ANA ATL.FELTRE,20 su- 1,Belluno,2014-06-07,https://www.fidal.it/atleta/CORSO-Lorenzo/eKmRlJWkbWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
465,8.04,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,3 se- 1,Longarone,2010-05-01,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
464,8.91,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,5 su- 1,Feltre,2010-06-19,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
464,8.91,CRIVELLER Lorenzo,1998,CM,ANA ATL.FELTRE,3 se- 1,Belluno,2013-05-03,https://www.fidal.it/atleta/CRIVELLER-Lorenzo/eKmRlJSmbGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
460,7.96,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,9 su- 1,Verona,2010-06-02,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
459,7.94,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,3 se- 1,Feltre,2010-08-25,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
458,8.8,COLLE Fabio,1994,CM,ANA ATL.FELTRE,19 su- 1,Verona,2008-06-01,https://www.fidal.it/atleta/COLLE-Fabio/eKmRlJShbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
457,7.91,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,6 su- 1,Feltre,2011-06-18,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
457,7.9,SCOPEL Diletta,2004,JF,ANA ATL.FELTRE,16 su- 1,Padova,2022-05-14,https://www.fidal.it/atleta/SCOPEL-Diletta/eKmRlJmibmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
449,8.66,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,5 su- 1,Belluno,2010-05-08,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
444,7.7,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,11 su- 1,Marcon,2011-04-10,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
441,8.52,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,5 se- 1,Feltre,2010-08-25,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
437,8.44,D'ALBERTO Davide,1999,CM,ANA ATL.FELTRE,3 se- 1,Feltre,2013-04-06,https://www.fidal.it/atleta/D-ALBERTO-Davide/eKmRlJWlbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
434,8.39,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,3 se- 1,Belluno,2010-04-10,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
432,7.5,PAULETTI Alice,1995,AF,ANA ATL.FELTRE,8 su- 1,Vicenza,2011-05-21,https://www.fidal.it/atleta/PAULETTI-Alice/eKmRlJShbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
425,8.24,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,27 su- 1,Rovigo,2010-06-05,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
421,8.18,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,4 se- 1,Feltre,2013-08-28,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
419,7.28,BASSANI Hilary,1992,AF,ANA ATL.FELTRE,10 su- 1,Rosa,2009-05-23,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
415,8.08,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,4 su- 1,Feltre,2010-06-02,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
412,8.03,CORSO Lorenzo,1999,CM,ANA ATL.FELTRE,4 se- 1,Feltre,2013-04-06,https://www.fidal.it/atleta/CORSO-Lorenzo/eKmRlJWkbWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
399,7.8,PETITTO Leonardo,2008,CM,ANA ATL.FELTRE,7 su- 1,Feltre,2022-03-26,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
377,7.42,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,8 se- 1,Feltre,2012-04-14,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
376,7.41,PASOTTI Giovanni,1994,CM,ANA ATL.FELTRE,3 se- 1,Belluno,2009-10-03,https://www.fidal.it/atleta/PASOTTI-Giovanni/eKmRlJSlaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
375,7.39,BIANCHIN Gioele,2002,CM,ANA ATL.FELTRE,23 su- 1,Vicenza,2017-06-03,https://www.fidal.it/atleta/BIANCHIN-Gioele/eKmRlJigaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
371,7.33,CRIVELLER Marco,2003,CM,ANA ATL.FELTRE,10 su- 1,Feltre,2017-04-01,https://www.fidal.it/atleta/CRIVELLER-Marco/eKmRlJWlb2Y%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
370,7.3,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,11 su- 1,Feltre,2012-06-21,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
357,7.09,SCOPEL Nicola,2008,CM,ANA ATL.FELTRE,10 su- 1,Feltre,2022-03-26,https://www.fidal.it/atleta/SCOPEL-Nicola/eKmRlJeocGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
356,7.07,ANDREAZZA Manuel,2004,CM,ANA ATL.FELTRE,9 su- 1,Feltre,2018-03-24,https://www.fidal.it/atleta/ANDREAZZA-Manuel/eKmRlJifa2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
356,7.07,DE BASTIANI Davide,2002,CM,ANA ATL.FELTRE,8 su- 1,Agordo,2017-04-29,https://www.fidal.it/atleta/DE-BASTIANI-Davide/eKmRlJifbWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
347,6.91,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,11 su- 1,Feltre,2022-03-26,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
319,6.43,GAVED Diego,2006,CM,ANA ATL.FELTRE,7 su- 1,Agordo,2021-04-25,https://www.fidal.it/atleta/GAVED-Diego/eKmRlJmkbWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
315,6.37,BELLUS Riccardo,2008,CM,ANA ATL.FELTRE,13 su- 1,Feltre,2022-03-26,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
297,6.06,GRIS Matteo,2002,CM,ANA ATL.FELTRE,6 se- 1,Belluno,2016-05-17,https://www.fidal.it/atleta/GRIS-Matteo/eKmRlJWibGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
208,4.54,SARNO Gioele,2003,CM,ANA ATL.FELTRE,9 su- 1,Agordo,2017-04-29,https://www.fidal.it/atleta/SARNO-Gioele/eKmRlJekb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
