punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,39.33,CANOVA Luca,1991,AM,ANA ATL.FELTRE,7 se- 1,Rieti,2008-10-04,https://www.fidal.it/atleta/CANOVA-Luca/eKiRlZKia2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,38.37,CANOVA Luca,1991,AM,ANA ATL.FELTRE,1 se- 1,Vicenza,2008-04-12,https://www.fidal.it/atleta/CANOVA-Luca/eKiRlZKia2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,38.2,CANOVA Luca,1991,AM,ANA ATL.FELTRE,3 se- 1,Piombino Dese,2008-04-26,https://www.fidal.it/atleta/CANOVA-Luca/eKiRlZKia2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.67,COLLE Fabio,1994,CM,ANA ATL.FELTRE,16 su- 1,Vicenza,2009-06-07,https://www.fidal.it/atleta/COLLE-Fabio/eKmRlJShbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,18.26,PASOTTI Giovanni,1994,CM,ANA ATL.FELTRE,18 su- 1,Mogliano Veneto,2009-09-19,https://www.fidal.it/atleta/PASOTTI-Giovanni/eKmRlJSlaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,18.21,PASOTTI Giovanni,1994,CM,ANA ATL.FELTRE,13 su- 1,Majano,2009-09-05,https://www.fidal.it/atleta/PASOTTI-Giovanni/eKmRlJSlaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.49,PERENZIN Paride,1995,CM,ANA ATL.FELTRE,21 su- 1,Vicenza,2009-06-07,https://www.fidal.it/atleta/PERENZIN-Paride/eKmRlJKna2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.44,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,28 su- 1,Rovigo,2010-06-06,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,27.99,DA COL Fabio,1993,AM,ANA ATL.FELTRE,10 su- 1,Saronno,2010-06-26,https://www.fidal.it/atleta/DA-COL-Fabio/eKmRlJSoaWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,31.3,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,7 se- 1,Belluno,2011-10-15,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.65,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,6 su- 1,Montebelluna,2011-09-25,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,26.6,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,2 se- 1,Belluno,2011-04-17,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.66,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,3 se- 1,Belluno,2011-09-03,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.38,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,15 su- 1,Belluno,2011-06-05,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.75,ZAETTA Gabriele,1994,AM,ANA ATL.FELTRE,12 su- 1,Saronno,2011-06-11,https://www.fidal.it/atleta/ZAETTA-Gabriele/eKmRlJKobmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,23.09,VISCA Gianmarco,1995,AM,ANA ATL.FELTRE,3 su- 1,Cervia,2011-09-10,https://www.fidal.it/atleta/VISCA-Gianmarco/eKmRlJOnbWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,27.04,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2012-08-29,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,23.35,DE MARTINI Alessandro,1997,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2012-05-19,https://www.fidal.it/atleta/DE-MARTINI-Alessandro/eKmRlJSkaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.25,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,6 se- 1,Belluno,2012-10-20,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.66,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,15 su- 1,Majano,2012-09-08,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.21,DE MARTINI Alessandro,1997,CM,ANA ATL.FELTRE,18 su- 1,Verona,2012-06-03,https://www.fidal.it/atleta/DE-MARTINI-Alessandro/eKmRlJSkaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.32,KANDRI Othman,1997,CM,ANA ATL.FELTRE,4 se- 1,Belluno,2012-08-29,https://www.fidal.it/atleta/KANDRI-Othman/eKmRlJWhb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.0,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,16 su- 1,Marostica,2012-09-23,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.68,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,5 se- 1,Belluno,2012-08-29,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,34.91,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,1 se- 1,Belluno,2012-08-29,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,34.37,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,5 se- 1,Belluno,2012-10-20,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,33.4,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,13 su- 1,Vicenza,2012-05-26,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,31.7,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,17 su- 1,Bassano Del Grappa,2012-09-15,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,29.87,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,17 su- 1,Abano Terme,2012-05-12,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.47,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,12 su- 1,Vicenza,2012-04-15,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,25.74,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,12 su- 1,Bastia Umbra,2012-06-23,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,22.42,VISCA Gianmarco,1995,AM,ANA ATL.FELTRE,3 su- 1,Lignano Sabbiadoro,2012-09-08,https://www.fidal.it/atleta/VISCA-Gianmarco/eKmRlJOnbWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,23.62,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2013-08-22,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,23.4,BIANCHI Alessio,1998,CM,ANA ATL.FELTRE,11 su- 1,Bassano Del Grappa,2013-06-02,https://www.fidal.it/atleta/BIANCHI-Alessio/eKmRlJWjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.43,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,15 su- 1,Majano,2013-09-07,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.09,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,9 su- 1,Abano Terme,2013-07-05,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,20.95,CRIVELLER Lorenzo,1998,CM,ANA ATL.FELTRE,17 su- 1,Bassano Del Grappa,2013-06-02,https://www.fidal.it/atleta/CRIVELLER-Lorenzo/eKmRlJSmbGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,20.44,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2013-05-04,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,40.37,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,2 su- 1,Trento,2013-06-08,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,39.33,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,1 su- 1,Vicenza,2013-05-18,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,36.35,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,5 su- 1,Montebelluna,2013-05-04,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,35.4,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,1 se- 1,Belluno,2013-08-22,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,35.28,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,4 su- 1,Treviso,2013-05-29,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,34.92,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,7 su- 1,Bassano Del Grappa,2013-09-21,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,33.57,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,8 su- 1,Rossano Veneto,2013-09-01,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,32.62,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,10 su- 1,Vicenza,2013-05-18,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.07,ZOLLET Dario,1999,CM,ANA ATL.FELTRE,14 su- 1,Belluno,2014-06-08,https://www.fidal.it/atleta/ZOLLET-Dario/eKmRlJWncGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.6,DE MARTINI Alessandro,1997,AM,ANA ATL.FELTRE,11 su- 1,Caorle,2014-05-31,https://www.fidal.it/atleta/DE-MARTINI-Alessandro/eKmRlJSkaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,26.55,DE MARTINI Alessandro,1997,AM,ANA ATL.FELTRE,12 su- 1,Padova,2014-09-20,https://www.fidal.it/atleta/DE-MARTINI-Alessandro/eKmRlJSkaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,26.42,ZAPPIA Matteo,1998,AM,ANA ATL.FELTRE,1 se- 1,Agordo,2014-10-18,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.83,DE MARTINI Alessandro,1997,AM,ANA ATL.FELTRE,9 se- 1,Rovigo,2014-05-20,https://www.fidal.it/atleta/DE-MARTINI-Alessandro/eKmRlJSkaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,23.32,DE MARTINI Alessandro,1997,AM,ANA ATL.FELTRE,12 su- 1,Trento,2014-10-04,https://www.fidal.it/atleta/DE-MARTINI-Alessandro/eKmRlJSkaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.62,DE MARTINI Alessandro,1997,AM,ANA ATL.FELTRE,20 su- 1,Vicenza,2014-05-03,https://www.fidal.it/atleta/DE-MARTINI-Alessandro/eKmRlJSkaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,23.35,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,3 se- 1,Agordo,2016-10-01,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,20.31,VACCARI Biagio renato,2001,CM,ANA ATL.FELTRE,16 su- 1,Rovigo,2016-05-29,https://www.fidal.it/atleta/VACCARI-Biagio-renato/eKmRlJSgaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.63,VACCARI Biagio renato,2001,CM,ANA ATL.FELTRE,3 se- 1,Agordo,2016-05-15,https://www.fidal.it/atleta/VACCARI-Biagio-renato/eKmRlJSgaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.14,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,4 se- 1,Belluno,2016-05-07,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,18.74,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,4 se- 1,Agordo,2016-05-15,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,18.61,ZANIN Fabio,2001,CM,ANA ATL.FELTRE,5 se- 1,Agordo,2016-05-15,https://www.fidal.it/atleta/ZANIN-Fabio/eKmRlJejaWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.83,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,7 se- 1,Agordo,2016-05-01,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.56,BOLZONELLO Sebastiano,2002,CM,ANA ATL.FELTRE,21 se- 1,Agordo,2016-05-01,https://www.fidal.it/atleta/BOLZONELLO-Sebastiano/eKmRlJaocWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.25,CAPRETTA Francesco,2002,CM,ANA ATL.FELTRE,22 se- 1,Agordo,2016-05-01,https://www.fidal.it/atleta/CAPRETTA-Francesco/eKmRlJagcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.65,FERTONANI Nicolo',2002,CM,ANA ATL.FELTRE,12 se- 1,Belluno,2016-05-07,https://www.fidal.it/atleta/FERTONANI-Nicolo-/eKmRlJefaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.54,FERTONANI Nicolo',2002,CM,ANA ATL.FELTRE,24 se- 1,Agordo,2016-05-01,https://www.fidal.it/atleta/FERTONANI-Nicolo-/eKmRlJefaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.45,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,3 su- 1,Belluno,2017-04-30,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,23.62,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,12 su- 1,Vicenza,2017-06-04,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.87,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,5 se- 1,Belluno,2017-07-02,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.81,FERTONANI Nicolo',2002,CM,ANA ATL.FELTRE,4 su- 1,Belluno,2017-04-30,https://www.fidal.it/atleta/FERTONANI-Nicolo-/eKmRlJefaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.73,GRIS Matteo,2002,CM,ANA ATL.FELTRE,8 se- 1,Belluno,2017-07-02,https://www.fidal.it/atleta/GRIS-Matteo/eKmRlJWibGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,14.61,ZABOT Julian,2002,CM,ANA ATL.FELTRE,11 se- 1,Belluno,2017-07-02,https://www.fidal.it/atleta/ZABOT-Julian/eKmRlJelbGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.72,POSSAMAI Alberto,2003,CM,ANA ATL.FELTRE,17 se- 1,Belluno,2017-07-02,https://www.fidal.it/atleta/POSSAMAI-Alberto/eKmRlJeka2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,26.13,BERTOLDIN Davide,2001,AM,ANA ATL.FELTRE,11 su- 1,Chiari,2017-09-30,https://www.fidal.it/atleta/BERTOLDIN-Davide/eKmRlJSfb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,25.56,BERTOLDIN Davide,2001,AM,ANA ATL.FELTRE,8 se- 1,Vicenza,2017-05-30,https://www.fidal.it/atleta/BERTOLDIN-Davide/eKmRlJSfb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.68,BERTOLDIN Davide,2001,AM,ANA ATL.FELTRE,16 su- 1,Vicenza,2017-05-13,https://www.fidal.it/atleta/BERTOLDIN-Davide/eKmRlJSfb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,22.6,CRIVELLER Marco,2003,CM,ANA ATL.FELTRE,3 su- 1,Agordo,2018-08-29,https://www.fidal.it/atleta/CRIVELLER-Marco/eKmRlJWlb2Y%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.18,CRIVELLER Marco,2003,CM,ANA ATL.FELTRE,2 se- 1,Agordo,2018-04-22,https://www.fidal.it/atleta/CRIVELLER-Marco/eKmRlJWlb2Y%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.7,CRIVELLER Marco,2003,CM,ANA ATL.FELTRE,4 se- 1,Valesella,2018-05-19,https://www.fidal.it/atleta/CRIVELLER-Marco/eKmRlJWlb2Y%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,27.72,BERTOLDIN Davide,2001,AM,ANA ATL.FELTRE,8 su- 1,Bovolone,2018-09-29,https://www.fidal.it/atleta/BERTOLDIN-Davide/eKmRlJSfb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,26.98,BERTOLDIN Davide,2001,AM,ANA ATL.FELTRE,10 se- 1,Vicenza,2018-05-08,https://www.fidal.it/atleta/BERTOLDIN-Davide/eKmRlJSfb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.65,BERTOLDIN Davide,2001,AM,ANA ATL.FELTRE,15 su- 1,Vicenza,2018-09-15,https://www.fidal.it/atleta/BERTOLDIN-Davide/eKmRlJSfb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.03,SCOPEL Simone,2006,CM,ANA ATL.FELTRE,4 su- 1,Alpago,2021-05-30,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,22.05,BELLUS Riccardo,2008,CM,ANA ATL.FELTRE,2 su- 1,Alpago,2022-06-19,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.6,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,4 su- 1,Alpago,2022-06-19,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.76,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,3 su- 1,Longarone,2022-09-07,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.28,BALDISSERI Pietro,2008,CM,ANA ATL.FELTRE,7 su- 1,Alpago,2022-06-19,https://www.fidal.it/atleta/BALDISSERI-Pietro/eKmRlJeocGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,14.82,PETITTO Leonardo,2008,CM,ANA ATL.FELTRE,8 su- 1,Alpago,2022-06-19,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.85,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,8 se- 2,Lana,2022-04-24,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,22.09,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,2 su- 1,Agordo,2023-06-25,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,18.95,BELLUS Riccardo,2008,CM,ANA ATL.FELTRE,3 su- 1,Agordo,2023-06-25,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,14.57,SCOPEL Nicola,2008,CM,ANA ATL.FELTRE,6 su- 1,Agordo,2023-06-25,https://www.fidal.it/atleta/SCOPEL-Nicola/eKmRlJeocGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.66,PETITTO Leonardo,2008,CM,ANA ATL.FELTRE,7 su- 1,Agordo,2023-06-25,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
