,punti TOT,100m,100m p,800m,800m p,atleta,link_atleta
3948,905.0,14.67,503.0,176.08,402.0,OLIVIERI Alice,https://www.fidal.it/atleta/OLIVIERI-Alice/eKAAARk5qjaWg%3D
3949,905.0,15.71,364.0,162.8,541.0,SCHIFONE Isabella,https://www.fidal.it/atleta/SCHIFONE-Isabella/hKqSmZWkb2g%3D
3950,905.0,16.03,325.0,159.39,580.0,SCHOB Susanne,https://www.fidal.it/atleta/SCHOB-Susanne/faqRkpihcGo%3D
3951,905.0,32.43,326.0,159.43,579.0,BARONE Francesca,https://www.fidal.it/atleta/BARONE-Francesca/dqiRlJunaGk%3D
3952,905.0,29.83,494.0,175.24,411.0,LINGUA Sara,https://www.fidal.it/atleta/LINGUA-Sara/dK6Rl5mgb2c%3D
3953,905.0,14.67,503.0,176.08,402.0,CIPRIANI Cristina,https://www.fidal.it/atleta/CIPRIANI-Cristina/faiRm5mjaGQ%3D
3954,905.0,13.96,610.0,187.97,295.0,HOXHA Joanna,https://www.fidal.it/atleta/HOXHA-Joanna/gaiRk5mhcWY%3D
3955,904.0,36.26,137.0,144.2,767.0,MERLO Manuela,https://www.fidal.it/atleta/MERLO-Manuela/dqiRkpahbWw%3D
3956,904.0,29.71,503.0,176.2,401.0,VALTORTA Eleonora,https://www.fidal.it/atleta/VALTORTA-Eleonora/h7GRkpKhb2U%3D
3957,904.0,31.34,393.0,165.56,511.0,LUBRANO LAVADERA Rossella,https://www.fidal.it/atleta/LUBRANO-LAVADERA-Rossella/gKyRkpSjaWc%3D
3958,904.0,15.16,435.0,169.5,469.0,RICCIO Manuela,https://www.fidal.it/atleta/RICCIO-Manuela/gKqRkpSfb2w%3D
3959,904.0,13.98,607.0,187.71,297.0,SANTOLINI Elena,https://www.fidal.it/atleta/SANTOLINI-Elena/eqmRkpejb2U%3D
3960,904.0,15.37,407.0,166.85,497.0,PELLEGRINO Alessandra,https://www.fidal.it/atleta/PELLEGRINO-Alessandra/dKyRk5mjbmg%3D
3961,903.0,14.39,544.0,180.65,359.0,CAMPO BAGATIN Linda,https://www.fidal.it/atleta/CAMPO-BAGATIN-Linda/dK6RlZWfbWY%3D
3962,903.0,14.35,550.0,181.29,353.0,FILPI Silvia,https://www.fidal.it/atleta/FILPI-Silvia/gK2RkpWjcGo%3D
3963,903.0,29.58,512.0,177.31,391.0,CASAROTTO Gaia,https://www.fidal.it/atleta/CASAROTTO-Gaia/drKRkpmma2g%3D
3964,903.0,14.44,537.0,179.87,366.0,BENUSSI Carlotta,https://www.fidal.it/atleta/BENUSSI-Carlotta/eauRkpulbmc%3D
3965,902.0,13.41,699.0,199.88,203.0,FOSSATI Valeria,https://www.fidal.it/atleta/FOSSATI-Valeria/gaiRk5ahbGs%3D
3966,902.0,15.06,449.0,171.05,453.0,MUZIO Fernanda,https://www.fidal.it/atleta/MUZIO-Fernanda/f62Rkpmmb2U%3D
3967,902.0,31.75,367.0,163.37,535.0,GIUBILEI Gaia,https://www.fidal.it/atleta/GIUBILEI-Gaia/dK6RlpqnbGo%3D
3968,902.0,34.36,222.0,151.01,680.0,MAIONE Martina,https://www.fidal.it/atleta/MAIONE-Martina/gKyRkpmocGc%3D
3969,902.0,31.89,358.0,162.57,544.0,ZACQUINI Giorgia,https://www.fidal.it/atleta/ZACQUINI-Giorgia/eK6Rk5Wfa2Y%3D
3970,902.0,16.46,276.0,155.44,626.0,RISORTI Diletta,https://www.fidal.it/atleta/RISORTI-Diletta/famRkpKnbWM%3D
3971,902.0,16.48,273.0,155.2,629.0,NADALI Fioretta,https://www.fidal.it/atleta/NADALI-Fioretta/eK2RkpKhbWs%3D
3972,901.0,28.36,603.0,187.55,298.0,DELLA MORA Silvia,https://www.fidal.it/atleta/DELLA-MORA-Silvia/eayRk5WhbWQ%3D
3973,901.0,14.04,598.0,186.95,303.0,ACCETTURA Sony,https://www.fidal.it/atleta/ACCETTURA-Sony/hKmRkpunbGk%3D
3974,901.0,31.44,386.0,165.14,515.0,CITTERIO Carolina,https://www.fidal.it/atleta/CITTERIO-Carolina/dq2RlZencGU%3D
3975,900.0,28.94,559.0,182.68,341.0,RANDAZZO Margherita,https://www.fidal.it/atleta/RANDAZZO-Margherita/eKyRk5afcGg%3D
3976,900.0,29.85,493.0,175.59,407.0,SPADARO Celeste antonia,https://www.fidal.it/atleta/SPADARO-Celeste-antonia/hKmRkpihbmY%3D
3977,899.0,31.11,407.0,167.28,492.0,GARAU Camilla,https://www.fidal.it/atleta/GARAU-Camilla/iKmRkpiobWs%3D
3978,899.0,29.79,497.0,176.08,402.0,BUCCIARELLI Elena,https://www.fidal.it/atleta/BUCCIARELLI-Elena/fbKRkpOja2w%3D
3979,899.0,29.25,536.0,180.25,363.0,MAGNANO SANLIO Paola,https://www.fidal.it/atleta/MAGNANO-SANLIO-Paola/h6iRlZufbGU%3D
3980,899.0,14.81,483.0,174.67,416.0,TRENTO Adele,https://www.fidal.it/atleta/TRENTO-Adele/eK6Rkpqob2U%3D
3981,899.0,14.26,564.0,183.35,335.0,PEROTTO Cristina,https://www.fidal.it/atleta/PEROTTO-Cristina/dK6RlZSmaWg%3D
3982,899.0,31.93,356.0,162.68,543.0,SQUERI Giulia,https://www.fidal.it/atleta/SQUERI-Giulia/eKyRk5OjbGQ%3D
3983,899.0,31.84,361.0,163.06,538.0,RIVA Irene,https://www.fidal.it/atleta/RIVA-Irene/eqiRlJumaWg%3D
3984,898.0,27.06,707.0,201.5,191.0,TALDO Emma,https://www.fidal.it/atleta/TALDO-Emma/dKqRkpSocWk%3D
3985,898.0,29.57,513.0,177.86,385.0,ISOPI Aline,https://www.fidal.it/atleta/ISOPI-Aline/dq2Rlpefb2w%3D
3986,898.0,14.47,533.0,180.02,365.0,SOTTILE Clara,https://www.fidal.it/atleta/SOTTILE-Clara/dKAAARk5qhb2Q%3D
3987,898.0,13.86,626.0,190.73,272.0,SAMBUCO Vittoria,https://www.fidal.it/atleta/SAMBUCO-Vittoria/fayRkpOka2Y%3D
3988,897.0,31.97,353.0,162.51,544.0,SARCHINI Letizia,https://www.fidal.it/atleta/SARCHINI-Letizia/famRkpOnbmc%3D
3989,897.0,31.62,375.0,164.56,522.0,CASONI Matilde,https://www.fidal.it/atleta/CASONI-Matilde/eq6RkpWma2c%3D
3990,897.0,14.19,575.0,184.77,322.0,MERLO Tatiana,https://www.fidal.it/atleta/MERLO-Tatiana/eaqRk5Kfamg%3D
3991,897.0,32.09,346.0,161.88,551.0,TOFFANIN Lucia,https://www.fidal.it/atleta/TOFFANIN-Lucia/dK6RlJilbWQ%3D
3992,897.0,30.18,470.0,173.54,427.0,GIARDINO Francesca,https://www.fidal.it/atleta/GIARDINO-Francesca/dK6RlZKiaGc%3D
3993,897.0,28.22,614.0,189.35,283.0,PIROLA Giorgia,https://www.fidal.it/atleta/PIROLA-Giorgia/dq2RmZifcGQ%3D
3994,896.0,14.81,483.0,175.04,413.0,SMANIOTTO Marlen,https://www.fidal.it/atleta/SMANIOTTO-Marlen/eKmRlJWiaGg%3D
3995,896.0,30.76,430.0,169.81,466.0,CASALONE Riccarda,https://www.fidal.it/atleta/CASALONE-Riccarda/dKuRk5ekamU%3D
3996,896.0,31.84,361.0,163.33,535.0,MANFREDELLI Dominga,https://www.fidal.it/atleta/MANFREDELLI-Dominga/haiRk5SmbGY%3D
3997,895.0,29.91,488.0,175.65,407.0,PEDONE Carla,https://www.fidal.it/atleta/PEDONE-Carla/f6yRkpakbmQ%3D
3998,895.0,14.73,495.0,176.33,400.0,MIRTO Silvia,https://www.fidal.it/atleta/MIRTO-Silvia/damRkpqibmo%3D
3999,895.0,32.72,309.0,158.87,586.0,SOLA Beatrice,https://www.fidal.it/atleta/SOLA-Beatrice/damRkpafamg%3D
4000,895.0,13.54,678.0,197.87,217.0,VISANI Viola,https://www.fidal.it/atleta/VISANI-Viola/faiSkpWgbGQ%3D
4001,895.0,13.34,711.0,202.58,184.0,LONGONI Paola,https://www.fidal.it/atleta/LONGONI-Paola/dqiRlJmfa2s%3D
4002,895.0,30.88,422.0,169.05,473.0,VALLARIO Maria,https://www.fidal.it/atleta/VALLARIO-Maria/g6mRkpKhcGQ%3D
4003,895.0,30.57,443.0,171.17,452.0,RUBINO Michela,https://www.fidal.it/atleta/RUBINO-Michela/gKiRlZelcWs%3D
4004,894.0,30.25,465.0,173.34,429.0,COLOMBO Rebecca,https://www.fidal.it/atleta/COLOMBO-Rebecca/dquRk5eobWk%3D
4005,894.0,32.16,342.0,161.81,552.0,LANZA Raffaella,https://www.fidal.it/atleta/LANZA-Raffaella/dK6RlJanaGo%3D
4006,893.0,15.09,445.0,171.47,448.0,PAPA Giorgia,https://www.fidal.it/atleta/PAPA-Giorgia/erORkpSjbWg%3D
4007,893.0,15.57,381.0,165.45,512.0,PIRICO' Violetta,https://www.fidal.it/atleta/PIRICO-Violetta/hqiRkpmja2w%3D
4008,893.0,32.77,306.0,158.77,587.0,CARDARELLI Marcella,https://www.fidal.it/atleta/CARDARELLI-Marcella/f6yRk5SgbGo%3D
4009,893.0,14.05,596.0,187.64,297.0,PASQUALI Martina,https://www.fidal.it/atleta/PASQUALI-Martina/drKRkpSkb2c%3D
4010,893.0,31.35,392.0,166.45,501.0,SPEROTTO Nadia,https://www.fidal.it/atleta/SPEROTTO-Nadia/eKAAARkpufamM%3D
4011,892.0,29.65,507.0,177.85,385.0,BO Caterina,https://www.fidal.it/atleta/BO-Caterina/damRkpKib2o%3D
4012,892.0,31.44,386.0,165.97,506.0,MARINONI Lucia,https://www.fidal.it/atleta/MARINONI-Lucia/dqmRmJOiamo%3D
4013,892.0,30.73,432.0,170.33,460.0,ZANARDO Anita,https://www.fidal.it/atleta/ZANARDO-Anita/eKyRk5aoa2Y%3D
4014,892.0,14.85,478.0,174.88,414.0,DELL'ORTO Rebecca,https://www.fidal.it/atleta/DELL-ORTO-Rebecca/dq2Rlpaibmc%3D
4015,892.0,31.11,407.0,167.97,485.0,ROTA Miriam,https://www.fidal.it/atleta/ROTA-Miriam/dquRk5ufbGM%3D
4016,892.0,16.86,612.0,189.79,280.0,STEVENIN Dalila,https://www.fidal.it/atleta/STEVENIN-Dalila/jKiRkpSibWU%3D
4017,892.0,14.99,458.0,172.89,434.0,BIBAKI Jeanette,https://www.fidal.it/atleta/BIBAKI-Jeanette/dKqRkpahcWk%3D
4018,892.0,31.17,403.0,167.58,489.0,DI ROBERTO Bruna,https://www.fidal.it/atleta/DI-ROBERTO-Bruna/gaiRk5mlb2Q%3D
4019,892.0,31.06,411.0,168.37,481.0,AMBROGI Elena,https://www.fidal.it/atleta/AMBROGI-Elena/f6yRkpKhcWk%3D
4020,892.0,14.22,570.0,184.81,322.0,CEDENO' TOBANDA Silvia esmeralda,https://www.fidal.it/atleta/CEDENO-TOBANDA-Silvia-esmeralda/f6yRlpqgaGs%3D
4021,892.0,14.14,582.0,186.12,310.0,DRISSY Widad,https://www.fidal.it/atleta/DRISSY-Widad/dKAAARk5qkbmM%3D
4022,891.0,14.04,598.0,188.17,293.0,BUSETTO Anna,https://www.fidal.it/atleta/BUSETTO-Anna/erORkpKkb2Y%3D
4023,891.0,14.82,482.0,175.45,409.0,GAROFALO Agnese,https://www.fidal.it/atleta/GAROFALO-Agnese/h6AAARkpOicGU%3D
4024,891.0,29.22,538.0,181.31,353.0,TURLO Beatrice,https://www.fidal.it/atleta/TURLO-Beatrice/gauRkpOlbWQ%3D
4025,891.0,32.0,351.0,162.93,540.0,GIUBELLINI Anna,https://www.fidal.it/atleta/GIUBELLINI-Anna/erORkpOnb2c%3D
4026,890.0,30.74,432.0,170.53,458.0,BAIS Chiara,https://www.fidal.it/atleta/BAIS-Chiara/eamRkpmob2k%3D
4027,890.0,31.95,355.0,163.39,535.0,ROBIOLIO Clara,https://www.fidal.it/atleta/ROBIOLIO-Clara/dKAAARlJSjb2k%3D
4028,890.0,13.95,612.0,189.97,278.0,FRANCAVILLA Antonietta,https://www.fidal.it/atleta/FRANCAVILLA-Antonietta/eqqRkpOfcWs%3D
4029,889.0,14.66,505.0,177.99,384.0,MOLMENTI Beatrice,https://www.fidal.it/atleta/MOLMENTI-Beatrice/eaqRk5OhbWk%3D
4030,889.0,30.61,440.0,171.45,449.0,PAPERI Lucia,https://www.fidal.it/atleta/PAPERI-Lucia/e6iRk5afb2M%3D
4031,888.0,29.55,514.0,179.05,374.0,BONOMINI Anna,https://www.fidal.it/atleta/BONOMINI-Anna/eKAAARkpafbGQ%3D
4032,888.0,31.83,362.0,164.18,526.0,GOELLER Selma,https://www.fidal.it/atleta/GOELLER-Selma/iaiRk5mkaWc%3D
4033,888.0,13.6,668.0,197.47,220.0,PROSERPIO Claudia,https://www.fidal.it/atleta/PROSERPIO-Claudia/dquRk5anbms%3D
4034,888.0,32.13,344.0,162.59,544.0,PICCARDO Elisabetta,https://www.fidal.it/atleta/PICCARDO-Elisabetta/daiRk5afbWc%3D
4035,888.0,13.94,613.0,190.35,275.0,GATTI Laura,https://www.fidal.it/atleta/GATTI-Laura/dqmRmJOfb2c%3D
4036,888.0,13.94,613.0,190.34,275.0,BALDINI Martina,https://www.fidal.it/atleta/BALDINI-Martina/eqiRlJima2U%3D
4037,888.0,14.19,575.0,185.85,313.0,LAI Noemi,https://www.fidal.it/atleta/LAI-Noemi/iKiSmZejbmc%3D
4038,888.0,14.6,514.0,179.09,374.0,SIMI DE BURGIS Patrizia vera,https://www.fidal.it/atleta/SIMI-DE-BURGIS-Patrizia-vera/eK2RkpikaGw%3D
4039,888.0,15.74,360.0,164.0,528.0,CAVICCHIOLI Arianna,https://www.fidal.it/atleta/CAVICCHIOLI-Arianna/eqyRkpifaGQ%3D
4040,887.0,13.27,723.0,205.59,164.0,BASSI Silvia,https://www.fidal.it/atleta/BASSI-Silvia/equRkpKfb2M%3D
4041,887.0,29.3,532.0,181.15,355.0,SPINELLI Martina,https://www.fidal.it/atleta/SPINELLI-Martina/f6mRkpKjbGw%3D
4042,887.0,13.86,626.0,192.13,261.0,SPANO Sara,https://www.fidal.it/atleta/SPANO-Sara/iKiSmJqkbWw%3D
4043,886.0,34.14,233.0,153.25,653.0,QUARTESAN Chiara,https://www.fidal.it/atleta/QUARTESAN-Chiara/drKRkpSgaWY%3D
4044,886.0,14.34,552.0,183.44,334.0,SZYMANIS Martina,https://www.fidal.it/atleta/SZYMANIS-Martina/dKyRlJaobWc%3D
4045,886.0,31.78,365.0,164.6,521.0,PALLONI Claudia,https://www.fidal.it/atleta/PALLONI-Claudia/faAAARkpSicGM%3D
4046,886.0,14.13,584.0,187.11,302.0,MALERBA Giuseppina,https://www.fidal.it/atleta/MALERBA-Giuseppina/h6iRkpOha2s%3D
4047,886.0,29.9,489.0,176.64,397.0,GEI Elena,https://www.fidal.it/atleta/GEI-Elena/d6iRk5ikamw%3D
4048,886.0,15.26,422.0,169.98,464.0,BIANCO Anna,https://www.fidal.it/atleta/BIANCO-Anna/daiRk5OnbGc%3D
4049,886.0,32.48,323.0,160.9,563.0,TRAVERSA Martina,https://www.fidal.it/atleta/TRAVERSA-Martina/dK6RlJugb2c%3D
4050,886.0,13.92,617.0,191.11,269.0,MARELLI Ilaria,https://www.fidal.it/atleta/MARELLI-Ilaria/dquRk5OgcWs%3D
4051,885.0,13.74,645.0,194.74,240.0,ZIZZO Sophie,https://www.fidal.it/atleta/ZIZZO-Sophie/gK2RkpKkcWQ%3D
4052,885.0,33.33,275.0,156.78,610.0,PROCOPIO Martha,https://www.fidal.it/atleta/PROCOPIO-Martha/dq2RmJqgamg%3D
4053,885.0,14.11,587.0,187.58,298.0,LOMAZZI Aurora,https://www.fidal.it/atleta/LOMAZZI-Aurora/drKRk5ejcWg%3D
4054,885.0,30.1,475.0,175.34,410.0,SOGNI Federica,https://www.fidal.it/atleta/SOGNI-Federica/eq2RkpSgbmY%3D
4055,884.0,32.46,324.0,161.15,560.0,CARRUBA Sara,https://www.fidal.it/atleta/CARRUBA-Sara/d6iRk5qhbGg%3D
4056,884.0,29.05,551.0,183.55,333.0,NOE' Sofia alessia,https://www.fidal.it/atleta/NOE-Sofia-alessia/dK6Rl5afaWc%3D
4057,884.0,30.65,438.0,171.71,446.0,CARDINI Giulia,https://www.fidal.it/atleta/CARDINI-Giulia/fayRkpSkb2U%3D
4058,884.0,31.99,352.0,163.64,532.0,CANETTI Flavia,https://www.fidal.it/atleta/CANETTI-Flavia/f6yRlJSlamg%3D
4059,883.0,27.73,652.0,195.95,231.0,STERI Maria lulu',https://www.fidal.it/atleta/STERI-Maria-lulu-/f62Rkpafamk%3D
4060,883.0,16.05,322.0,161.04,561.0,MEI Maida,https://www.fidal.it/atleta/MEI-Maida/fbGRkpKibGY%3D
4061,883.0,30.74,432.0,171.24,451.0,CAFFI Elena,https://www.fidal.it/atleta/CAFFI-Elena/dqmRmJSobmY%3D
4062,883.0,14.33,553.0,183.88,330.0,BEGHI Vittoria,https://www.fidal.it/atleta/BEGHI-Vittoria/eayRk5ujaWw%3D
4063,882.0,29.44,522.0,180.59,360.0,ZANIN Erica,https://www.fidal.it/atleta/ZANIN-Erica/dKAAARk5umaWc%3D
4064,881.0,33.45,268.0,156.55,613.0,CARBUTTI Giulia,https://www.fidal.it/atleta/CARBUTTI-Giulia/gK2RkpOia2Y%3D
4065,881.0,32.7,310.0,160.12,571.0,ABBATE Roberta,https://www.fidal.it/atleta/ABBATE-Roberta/h62RkpKgbWU%3D
4066,880.0,30.83,426.0,170.95,454.0,PUPPIONE Michela,https://www.fidal.it/atleta/PUPPIONE-Michela/dKuRk5egbWs%3D
4067,880.0,14.31,556.0,184.55,324.0,MONTAGNANI Elisa,https://www.fidal.it/atleta/MONTAGNANI-Elisa/fayRkpKnbWQ%3D
4068,880.0,30.92,420.0,170.32,460.0,GERMANO' Francesca,https://www.fidal.it/atleta/GERMANO-Francesca/f6yRkpOncGk%3D
4069,880.0,30.44,452.0,173.49,428.0,GHIDOTTI Giulia,https://www.fidal.it/atleta/GHIDOTTI-Giulia/dqyRlpqjamU%3D
4070,879.0,15.89,342.0,163.21,537.0,DEMARA Antonella,https://www.fidal.it/atleta/DEMARA-Antonella/iKyRkpinamc%3D
4071,879.0,14.08,592.0,188.87,287.0,MICCOLI Ludovica,https://www.fidal.it/atleta/MICCOLI-Ludovica/gauRkpWfa2g%3D
4072,879.0,29.71,503.0,178.85,376.0,SEOLI Rachele,https://www.fidal.it/atleta/SEOLI-Rachele/fbORkpOlaWc%3D
4073,879.0,13.94,613.0,191.47,266.0,PELLITTERI Federica,https://www.fidal.it/atleta/PELLITTERI-Federica/iaiRkpqibWQ%3D
4074,879.0,31.2,402.0,168.68,477.0,EL ALAOUI EL HAFIDI Miriam,https://www.fidal.it/atleta/EL-ALAOUI-EL-HAFIDI-Miriam/f6mRkpSkbWw%3D
4075,878.0,29.03,552.0,184.36,326.0,LAINO Veronica,https://www.fidal.it/atleta/LAINO-Veronica/damRkpakaGs%3D
4076,877.0,15.11,442.0,172.77,435.0,MASSEI Alessia,https://www.fidal.it/atleta/MASSEI-Alessia/gauRkpOmcWo%3D
4077,877.0,13.57,673.0,199.63,204.0,SEMERARO Francesca,https://www.fidal.it/atleta/SEMERARO-Francesca/hK2RkpKkcWg%3D
4078,877.0,14.26,564.0,185.77,313.0,GERBAUDO Bianca,https://www.fidal.it/atleta/GERBAUDO-Bianca/dKyRlJqgamo%3D
4079,876.0,14.94,465.0,175.24,411.0,GENTILI Marta,https://www.fidal.it/atleta/GENTILI-Marta/d6iRk5qgbGo%3D
4080,876.0,12.95,778.0,217.25,98.0,ROTA Anna,https://www.fidal.it/atleta/ROTA-Anna/dqmRmJmicWY%3D
4081,876.0,15.71,750.0,211.92,126.0,MARTINELLI Giorgia,https://www.fidal.it/atleta/MARTINELLI-Giorgia/dK6Rl5ambmU%3D
4082,876.0,32.07,347.0,163.92,529.0,SPONGA Michela,https://www.fidal.it/atleta/SPONGA-Michela/eKmRlJOobWk%3D
4083,876.0,16.52,652.0,196.94,224.0,MONTAGNANI Martina,https://www.fidal.it/atleta/MONTAGNANI-Martina/eamRkpeobWY%3D
4084,876.0,29.28,534.0,182.54,342.0,GRASSI Irene,https://www.fidal.it/atleta/GRASSI-Irene/dq2Rk5ama2Y%3D
4085,876.0,14.74,493.0,178.11,383.0,TURA Beatrice,https://www.fidal.it/atleta/TURA-Beatrice/dKAAARk5qlcWs%3D
4086,875.0,31.41,388.0,167.8,487.0,GREGIO Deborah,https://www.fidal.it/atleta/GREGIO-Deborah/dq2Rk5Okbmw%3D
4087,875.0,13.71,650.0,196.77,225.0,VICARI Alice,https://www.fidal.it/atleta/VICARI-Alice/iKmRkpumaWM%3D
4088,875.0,33.26,279.0,157.97,596.0,RAIMONDI Clodia,https://www.fidal.it/atleta/RAIMONDI-Clodia/iKmRkpSga2c%3D
4089,875.0,15.15,436.0,172.35,439.0,BERNARDINI Anita,https://www.fidal.it/atleta/BERNARDINI-Anita/iqiRkpKnaWk%3D
4090,875.0,29.98,483.0,177.16,392.0,PERINO Aurora,https://www.fidal.it/atleta/PERINO-Aurora/dK6Rlpqla2Q%3D
4091,874.0,13.79,637.0,195.23,237.0,BERGIA Serena,https://www.fidal.it/atleta/BERGIA-Serena/d6iRkpqlaGk%3D
4092,874.0,31.39,389.0,167.99,485.0,STENGHEL Daniela,https://www.fidal.it/atleta/STENGHEL-Daniela/d6iRkpqobWs%3D
4093,874.0,31.62,375.0,166.65,499.0,PERNA Emanuela,https://www.fidal.it/atleta/PERNA-Emanuela/f6iRmZehcWc%3D
4094,873.0,32.28,335.0,163.04,538.0,PASQUALI Ludovica,https://www.fidal.it/atleta/PASQUALI-Ludovica/dauRkpOgaGQ%3D
4095,873.0,33.16,284.0,158.57,589.0,MAZZONE Valeria,https://www.fidal.it/atleta/MAZZONE-Valeria/f6iRmJekbmc%3D
4096,873.0,12.85,796.0,221.54,77.0,POMPEI Federica,https://www.fidal.it/atleta/POMPEI-Federica/gaiRk5eibWU%3D
4097,873.0,32.06,348.0,164.25,525.0,STATELLO Martina,https://www.fidal.it/atleta/STATELLO-Martina/h6iRk5qkcGk%3D
4098,873.0,13.71,650.0,197.03,223.0,AFRO Elisa,https://www.fidal.it/atleta/AFRO-Elisa/eaqRkpulcGc%3D
4099,872.0,15.46,395.0,168.73,477.0,DINALE Daniela,https://www.fidal.it/atleta/DINALE-Daniela/f6iRmZmna2Y%3D
4100,872.0,31.17,403.0,169.52,469.0,CERBONE Alessia,https://www.fidal.it/atleta/CERBONE-Alessia/gKyRkpOobWQ%3D
4101,872.0,14.19,575.0,187.67,297.0,DE PONTI Serena,https://www.fidal.it/atleta/DE-PONTI-Serena/dq2RmZWoa2w%3D
4102,872.0,31.94,355.0,164.95,517.0,GIUBELLINI Veronica,https://www.fidal.it/atleta/GIUBELLINI-Veronica/erORkpOjcGU%3D
4103,871.0,20.38,271.0,157.68,600.0,LUNADEI Alessandra,https://www.fidal.it/atleta/LUNADEI-Alessandra/gamRkpKnaGk%3D
4104,871.0,31.35,392.0,168.55,479.0,BOSI Costanza,https://www.fidal.it/atleta/BOSI-Costanza/f6iRmJKjbmY%3D
4105,870.0,32.11,345.0,164.29,525.0,FRATUS Linda karole,https://www.fidal.it/atleta/FRATUS-Linda-karole/dqmRmZahb2Q%3D
4106,870.0,14.08,592.0,189.99,278.0,MARIANI Francesca,https://www.fidal.it/atleta/MARIANI-Francesca/f6qRkpOkaWw%3D
4107,870.0,15.56,383.0,167.75,487.0,FOGLIZZO Nicole,https://www.fidal.it/atleta/FOGLIZZO-Nicole/dKAAARkpqiaWc%3D
4108,870.0,30.85,424.0,171.75,446.0,DECORATO Marianna,https://www.fidal.it/atleta/DECORATO-Marianna/gKiRlZulaWY%3D
4109,870.0,30.66,437.0,173.04,433.0,CARCIOLO Benedetta,https://www.fidal.it/atleta/CARCIOLO-Benedetta/h7GRkpWobmk%3D
4110,869.0,32.25,336.0,163.55,533.0,RHAZZALI Nadia,https://www.fidal.it/atleta/RHAZZALI-Nadia/eKiRlJqjbGY%3D
4111,869.0,15.74,360.0,165.74,509.0,GALLO Aurora,https://www.fidal.it/atleta/GALLO-Aurora/gKyRk5Onamg%3D
4112,869.0,14.66,505.0,180.12,364.0,TAMAGNO Rebecca,https://www.fidal.it/atleta/TAMAGNO-Rebecca/faiSkpqiaGg%3D
4113,869.0,31.33,393.0,168.82,476.0,CALLEGARI Chiara,https://www.fidal.it/atleta/CALLEGARI-Chiara/eKyRk5WgbmQ%3D
4114,868.0,14.79,486.0,178.16,382.0,PUGLIESE Valeria irene,https://www.fidal.it/atleta/PUGLIESE-Valeria-irene/hquRkpOkcGU%3D
4115,868.0,13.61,666.0,199.98,202.0,CARAVILLANI Patrizia,https://www.fidal.it/atleta/CARAVILLANI-Patrizia/f6yRlJehcWo%3D
4116,868.0,15.21,428.0,172.34,440.0,MUNAILLA CHAVEZ Maria giovanna,https://www.fidal.it/atleta/MUNAILLA-CHAVEZ-Maria-giovanna/gaiRk5eob2c%3D
4117,867.0,13.87,625.0,194.47,242.0,TORELLI Ludovica,https://www.fidal.it/atleta/TORELLI-Ludovica/gamRkpKibGQ%3D
4118,867.0,30.19,469.0,176.54,398.0,SCHETTINO Alessandra,https://www.fidal.it/atleta/SCHETTINO-Alessandra/eqmRkpSkamk%3D
4119,867.0,15.46,395.0,169.23,472.0,MAGRINI Giulia,https://www.fidal.it/atleta/MAGRINI-Giulia/e6iRk5eka2M%3D
4120,866.0,31.88,359.0,165.92,507.0,ENA Margherita,https://www.fidal.it/atleta/ENA-Margherita/f6yRlZOjaWU%3D
4121,866.0,13.71,650.0,197.99,216.0,REBECCA Maria,https://www.fidal.it/atleta/REBECCA-Maria/eKqRkpijbmg%3D
4122,865.0,29.55,514.0,181.53,351.0,FILIPPETTO Giulia,https://www.fidal.it/atleta/FILIPPETTO-Giulia/eKyRk5SkcWY%3D
4123,865.0,30.68,436.0,173.34,429.0,DONCATO Maria,https://www.fidal.it/atleta/DONCATO-Maria/eK6Rk5qga2c%3D
4124,865.0,15.73,361.0,166.17,504.0,CHIORINO Lodovica,https://www.fidal.it/atleta/CHIORINO-Lodovica/dKAAARlJamaWk%3D
4125,865.0,14.99,458.0,175.61,407.0,MIGLIAZZO Ottavia,https://www.fidal.it/atleta/MIGLIAZZO-Ottavia/dKqRkpSfa2c%3D
4126,864.0,34.14,233.0,155.02,631.0,TORRE Laura paola,https://www.fidal.it/atleta/TORRE-Laura-paola/h6iRk5elcGw%3D
4127,864.0,32.29,334.0,163.78,530.0,MONALDI Silvia,https://www.fidal.it/atleta/MONALDI-Silvia/gayRkpShbGQ%3D
4128,863.0,18.13,475.0,177.63,388.0,SOPPELSA Chiara,https://www.fidal.it/atleta/SOPPELSA-Chiara/eKiRlJiibGU%3D
4129,863.0,14.06,595.0,191.26,268.0,GUERRICCHIO Maria francesca,https://www.fidal.it/atleta/GUERRICCHIO-Maria-francesca/hKmRk5Wga2M%3D
4130,863.0,15.14,438.0,173.76,425.0,GREGNANIN Rachele,https://www.fidal.it/atleta/GREGNANIN-Rachele/dK6RlJikcWo%3D
4131,863.0,31.82,362.0,166.49,501.0,VERTICCHIO Valentina,https://www.fidal.it/atleta/VERTICCHIO-Valentina/f6yRl5ajbWs%3D
4132,862.0,30.25,465.0,176.69,397.0,PELIZZOLA Matilde,https://www.fidal.it/atleta/PELIZZOLA-Matilde/drKRkpqgcGM%3D
4133,862.0,14.26,564.0,187.61,298.0,PENZIN Irene olga maria,https://www.fidal.it/atleta/PENZIN-Irene-olga-maria/h7GRkpWmbGw%3D
4134,862.0,14.5,528.0,183.47,334.0,POIATTI Elisa,https://www.fidal.it/atleta/POIATTI-Elisa/dqqRmJiha2U%3D
