Prestazione,Vento,Atleta,Anno,Categoria,Società,Posizione,Luogo,Data,Link Atleta,Link Società
34:39.63,,SCURO Vincenzo,1987,SM35,CAIVANO RUNNERS,99 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/SCURO-Vincenzo/dKmRkpqgb2o%3D,https://www.fidal.it/societa/CAIVANO-RUNNERS/NA992
34:39.87,,MONTANARI Giordano,1981,SM40,G. ALPINISTICO VERTOVESE,20 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/MONTANARI-Giordano/dquRkpumcWQ%3D,https://www.fidal.it/societa/G--ALPINISTICO-VERTOVESE/BG135
34:41.54,,MOSCHELLA Nunziantonio,1990,SM,MARATONETI ERACLEA,2 se- 2,Treviso,2024-04-14,https://www.fidal.it/atleta/MOSCHELLA-Nunziantonio/h62RkpOgbWs%3D,https://www.fidal.it/societa/MARATONETI-ERACLEA/VE499
34:43.95,,TOFFANO Simone,1980,SM40,AMATORI ATL. CASORATE S.,8 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/TOFFANO-Simone/drKRk5WlcGQ%3D,https://www.fidal.it/societa/AMATORI-ATL--CASORATE-S-/VA168
34:43.97,,NOVI Francesco,2005,JM,G.S.IL FIORINO,14 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/NOVI-Francesco/faqRkpukaWs%3D,https://www.fidal.it/societa/G-S-IL-FIORINO/FI004
34:44.3,,CANEPA Simone,1990,SM,ATL. ALESSANDRIA,6 se- 1,Asti,2024-04-14,https://www.fidal.it/atleta/CANEPA-Simone/dKmRk5qfcGg%3D,https://www.fidal.it/societa/ATL--ALESSANDRIA/AL001
34:45.00,,BOASSO Giuseppe,1969,SM55,ASD PODISTICA CASTAGNITESE,1 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/BOASSO-Giuseppe/dKyRk5qkaWQ%3D,https://www.fidal.it/societa/ASD-PODISTICA-CASTAGNITESE/CN048
34:45.40,,COLLINI Matteo,2005,JM,COLLECTION ATLETICA SAMBENEDET,8 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/COLLINI-Matteo/e6qRkpWhaWg%3D,https://www.fidal.it/societa/COLLECTION-ATLETICA-SAMBENEDET/AP034
34:46.44,,ROMAGNOLLO Stefano,1986,SM35,ATL. NOVESE,9 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/ROMAGNOLLO-Stefano/dKmRlJKkaGo%3D,https://www.fidal.it/societa/ATL--NOVESE/AL007
34:51.87,,CARTA Antonio,1998,SM,ATLETICA SAN TEODORO,11 se- 2,Sassari,2024-04-20,https://www.fidal.it/atleta/CARTA-Antonio/iKyRk5Kfa2s%3D,https://www.fidal.it/societa/ATLETICA-SAN-TEODORO/SS229
34:52.09,,GENTILE Fabrizio,1972,SM50,MODENA RUNNERS CLUB ASD,8 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/GENTILE-Fabrizio/eqyRkpSlb2U%3D,https://www.fidal.it/societa/MODENA-RUNNERS-CLUB-ASD/MO578
34:53.29,,RINALDI Rocco,1988,SM35,ASD NISSOLINO ATL. VIS NOVA SA,1 se- 2,Avellino,2024-04-06,https://www.fidal.it/atleta/RINALDI-Rocco/gK2RkpSncGc%3D,https://www.fidal.it/societa/ASD-NISSOLINO-ATL--VIS-NOVA-SA/SA126
34:54.1,,LOPARDO Antonio,2000,SM,ASD METALFER POD. BRIENZA 2000,5 se- 1,Matera,2024-04-20,https://www.fidal.it/atleta/LOPARDO-Antonio/haqRkpSgbGc%3D,https://www.fidal.it/societa/ASD-METALFER-POD--BRIENZA-2000/PZ543
34:55.78,,VARRELLA Gennaro,1973,SM50,CAIVANO RUNNERS,12 se- 3,Avellino,2024-04-06,https://www.fidal.it/atleta/VARRELLA-Gennaro/gKiRkpOgbGw%3D,https://www.fidal.it/societa/CAIVANO-RUNNERS/NA992
34:55.90,,ROMAGNOLI Simone,1989,SM35,MODENA ATLETICA  ASD,9 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/ROMAGNOLI-Simone/eqyRkpenamY%3D,https://www.fidal.it/societa/MODENA-ATLETICA-ASD/MO497
34:56.3,,AIMO Michele,2003,PM,ATL. MONDOVI'-ACQUA S.BERNARDO,7 se- 1,Asti,2024-04-14,https://www.fidal.it/atleta/AIMO-Michele/dKyRlZambmk%3D,https://www.fidal.it/societa/ATL--MONDOVI-ACQUA-S-BERNARDO/CN005
34:57.58,,GENTILE Fabrizio,1972,SM50,MODENA RUNNERS CLUB ASD,4 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/GENTILE-Fabrizio/eqyRkpSlb2U%3D,https://www.fidal.it/societa/MODENA-RUNNERS-CLUB-ASD/MO578
35:00.76,,SESTI Lorenzo,1984,SM40,LBM SPORT TEAM,4 se- 1,Colleferro,2024-04-14,https://www.fidal.it/atleta/SESTI-Lorenzo/f6yRkpWoaWs%3D,https://www.fidal.it/societa/LBM-SPORT-TEAM/RM173
35:05.30,,TONIN Pierojean,1997,SM,EUROVO ATL. PIEVE DI SOLIGO,3 se- 2,Treviso,2024-04-14,https://www.fidal.it/atleta/TONIN-Pierojean/eKyRkpmfcGQ%3D,https://www.fidal.it/societa/EUROVO-ATL--PIEVE-DI-SOLIGO/TV412
35:06.94,,BOSCO Luca,1999,SM,U.S. FOGGIA ATL. LEGGERA,1 se- 1,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/BOSCO-Luca/hKuRkpWkbmo%3D,https://www.fidal.it/societa/U-S--FOGGIA-ATL--LEGGERA/FG202
35:07.78,,DOLCI Leonardo,2006,JM,TIRRENO ATLETICA CIVITAVECCHIA,15 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/DOLCI-Leonardo/f6yRk5SoamU%3D,https://www.fidal.it/societa/TIRRENO-ATLETICA-CIVITAVECCHIA/RM068
35:08.7,,AIMAR Giacomo osayuwamen,2002,PM,ASDP ATLETICA PINEROLO,8 se- 1,Asti,2024-04-14,https://www.fidal.it/atleta/AIMAR-Giacomo-osayuwamen/dK6RmJKia2Y%3D,https://www.fidal.it/societa/ASDP-ATLETICA-PINEROLO/TO016
35:10.11,,PANTONI Matteo,1993,SM,ATL. POTENZA PICENA,9 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/PANTONI-Matteo/e6qRkpWmbWo%3D,https://www.fidal.it/societa/ATL--POTENZA-PICENA/MC025
35:10.16,,IMBALZANO Francesco,2000,SM,ASD SICILIA RUNNING TEAM,2 se- 1,Colleferro,2024-04-14,https://www.fidal.it/atleta/IMBALZANO-Francesco/f6yRlpegbWs%3D,https://www.fidal.it/societa/ASD-SICILIA-RUNNING-TEAM/PA749
35:10.39,,FIORIN Renis,1977,SM45,ATLETICA SAN BIAGIO,4 se- 2,Treviso,2024-04-14,https://www.fidal.it/atleta/FIORIN-Renis/eKyRk5Sob2Y%3D,https://www.fidal.it/societa/ATLETICA-SAN-BIAGIO/TV352
35:12.61,,AZZOLINI Filippo,2006,JM,MODENA ATLETICA  ASD,16 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/AZZOLINI-Filippo/eqyRkpmicWk%3D,https://www.fidal.it/societa/MODENA-ATLETICA-ASD/MO497
35:16.97,,NICOLI Mirko,2002,PM,G. ALPINISTICO VERTOVESE,21 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/NICOLI-Mirko/dqmRmJqna2c%3D,https://www.fidal.it/societa/G--ALPINISTICO-VERTOVESE/BG135
35:20.00,,TOSTI Raniero,1968,SM55,MARA' AVIS MARATHON,2 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/TOSTI-Raniero/e6iRk5Knb2w%3D,https://www.fidal.it/societa/MARA-AVIS-MARATHON/AP052
35:22.49,,PRECI Umberto,1986,SM35,CALCESTRUZZI CORRADINI EXCELS.,10 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/PRECI-Umberto/erGRkpiiamQ%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
35:23.78,,PANDOLFI Luca,2006,JM,ATL. 90 TARQUINIA,17 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/PANDOLFI-Luca/f66RkpOjb2o%3D,https://www.fidal.it/societa/ATL--90-TARQUINIA/VT222
35:24.73,,ANDRIOLO Luca,1987,SM35,ATLETICA SAN BIAGIO,5 se- 2,Treviso,2024-04-14,https://www.fidal.it/atleta/ANDRIOLO-Luca/eKiRlJufaGw%3D,https://www.fidal.it/societa/ATLETICA-SAN-BIAGIO/TV352
35:25.65,,FORESTI Francesco,2003,PM,ATL. BERGAMO 1959 ORIOCENTER,3 se- 1,Brescia,2024-04-13,https://www.fidal.it/atleta/FORESTI-Francesco/dqmRmJOhbWQ%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-ORIOCENTER/BG003
35:28.34,,TESTERO Roberto,1979,SM45,A.S.D. RINCORRO,5 se- 1,Colleferro,2024-04-14,https://www.fidal.it/atleta/TESTERO-Roberto/f6iRkpanbmo%3D,https://www.fidal.it/societa/A-S-D--RINCORRO/RM332
35:29.27,,ZANTI Samuele,2005,JM,ATL. SESTINI FIAMME VERDI AR,4 se- 1,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/ZANTI-Samuele/famRkpKkcGw%3D,https://www.fidal.it/societa/ATL--SESTINI-FIAMME-VERDI-AR/AR051
35:29.52,,MARSILI Andrea,1969,SM55,G.P. PARCO ALPI APUANE,5 se- 1,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/MARSILI-Andrea/faiRk5SmaGY%3D,https://www.fidal.it/societa/G-P--PARCO-ALPI-APUANE/LU351
35:30.00,,PIERMATTEO Gennaro,1969,SM55,DAINI CARATE BRIANZA,3 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/PIERMATTEO-Gennaro/dK2Rk5eka2Q%3D,https://www.fidal.it/societa/DAINI-CARATE-BRIANZA/MI095
35:30.01,,FRANCAVILLA Giovanni,1971,SM50,ATL. POTENZA PICENA,10 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/FRANCAVILLA-Giovanni/hK2RkpOgaWk%3D,https://www.fidal.it/societa/ATL--POTENZA-PICENA/MC025
35:34.03,,VENTRUTO Mattia,2005,JM,A.S.D. RUNNERS CIAMPINO,6 se- 1,Colleferro,2024-04-14,https://www.fidal.it/atleta/VENTRUTO-Mattia/f62RkpimbWg%3D,https://www.fidal.it/societa/A-S-D--RUNNERS-CIAMPINO/RS024
35:34.70,,ARICO Fabio,1989,SM35,ATL.GIOIA TAURO,5 se- 2,Cosenza,2024-04-06,https://www.fidal.it/atleta/ARICO-Fabio/hquRkpOicWQ%3D,https://www.fidal.it/societa/ATL-GIOIA-TAURO/RC153
35:34.98,,D'ASCENZI Giordano,1994,SM,G.S.IL FIORINO,6 se- 1,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/D-ASCENZI-Giordano/faiSk5OmaGY%3D,https://www.fidal.it/societa/G-S-IL-FIORINO/FI004
35:35.78,,CAMMARATA Fabio,1984,SM40,ASD SICILIA RUNNING TEAM,8 se- 2,Palermo,2024-04-06,https://www.fidal.it/atleta/CAMMARATA-Fabio/h66Rkpaob2w%3D,https://www.fidal.it/societa/ASD-SICILIA-RUNNING-TEAM/PA749
35:38.9,,ATTAMANTE Vincenzo,1988,SM35,BATTAGLIO C.U.S. TORINO ATL,9 se- 1,Asti,2024-04-14,https://www.fidal.it/atleta/ATTAMANTE-Vincenzo/dK6Rkpugbmg%3D,https://www.fidal.it/societa/BATTAGLIO-C-U-S--TORINO-ATL/TO001
35:41.09,,COCCO Cristian,1972,SM50,A.S.D. ACADEMY OLBIA ATLETICA,12 se- 2,Sassari,2024-04-20,https://www.fidal.it/atleta/COCCO-Cristian/iKyRkpSnaWw%3D,https://www.fidal.it/societa/A-S-D--ACADEMY-OLBIA-ATLETICA/SS284
35:42.76,,TRIMARCHI Giuseppe,1995,SM,A.S. DILETT. ATL.VILLAFRANCA,9 se- 2,Palermo,2024-04-06,https://www.fidal.it/atleta/TRIMARCHI-Giuseppe/h6iRlpKoa2s%3D,https://www.fidal.it/societa/A-S--DILETT--ATL-VILLAFRANCA/ME102
35:43.15,,SUPPA Roberto,1986,SM35,ASD INTERNATIONAL SECURITY S.,13 se- 3,Avellino,2024-04-06,https://www.fidal.it/atleta/SUPPA-Roberto/gKyRk5OkaGM%3D,https://www.fidal.it/societa/ASD-INTERNATIONAL-SECURITY-S-/NA033
35:44.01,,DELLA MAGGIORA Mattia,1999,SM,G.S. ORECCHIELLA GARFAGNANA,21 se- 2,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/DELLA-MAGGIORA-Mattia/fa2RkpahcGY%3D,https://www.fidal.it/societa/G-S--ORECCHIELLA-GARFAGNANA/LU103
35:44.82,,ROMITI Gioele,2005,JM,TIRRENO ATLETICA CIVITAVECCHIA,7 se- 1,Colleferro,2024-04-14,https://www.fidal.it/atleta/ROMITI-Gioele/f6yRlpakbmg%3D,https://www.fidal.it/societa/TIRRENO-ATLETICA-CIVITAVECCHIA/RM068
35:46.53,,TAMMARO Edoardo,2004,PM,RUNNING CLUB NAPOLI,2 se- 2,Avellino,2024-04-06,https://www.fidal.it/atleta/TAMMARO-Edoardo/gKuRkpWobmU%3D,https://www.fidal.it/societa/RUNNING-CLUB-NAPOLI/NA965
35:47.20,,FANTOZZI Mirko,1981,SM40,ASD USA SPORTING CLUB AVEZZANO,11 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/FANTOZZI-Mirko/gaiRkpaiaGc%3D,https://www.fidal.it/societa/ASD-USA-SPORTING-CLUB-AVEZZANO/AQ174
35:47.98,,FUSCHINI Lorenzo,1987,SM35,ATL. RIMINI NORD SANTARCANGELO,11 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/FUSCHINI-Lorenzo/erORkpOna2k%3D,https://www.fidal.it/societa/ATL--RIMINI-NORD-SANTARCANGELO/RN273
35:48.11,,BUFALO Giovanni maria,2006,JM,A.S.D. POL. REAL PACECO,10 se- 2,Palermo,2024-04-06,https://www.fidal.it/atleta/BUFALO-Giovanni-maria/h6qRkpKobWg%3D,https://www.fidal.it/societa/A-S-D--POL--REAL-PACECO/TP459
35:48.36,,SCARAFILE Pierluigi,2006,JM,ATL.AM. CISTERNINO ECOLSERVIZI,2 se- 1,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/SCARAFILE-Pierluigi/hKqSmZafcGo%3D,https://www.fidal.it/societa/ATL-AM--CISTERNINO-ECOLSERVIZI/BR104
35:49.44,,CONSOLI Lorenzo,1981,SM40,G.S. FULGOR PRATO SESIA,10 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/CONSOLI-Lorenzo/dKAAARlJSlbWk%3D,https://www.fidal.it/societa/G-S--FULGOR-PRATO-SESIA/NO037
35:50.51,,LAGOMARSINO Federico,2004,PM,A.S.D.  C.U.S. GENOVA,4 su- 1,Celle Ligure,2024-04-20,https://www.fidal.it/atleta/LAGOMARSINO-Federico/damRkpehbmQ%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
35:50.81,,COLLINI Matteo,2005,JM,COLLECTION ATLETICA SAMBENEDET,18 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/COLLINI-Matteo/e6qRkpWhaWg%3D,https://www.fidal.it/societa/COLLECTION-ATLETICA-SAMBENEDET/AP034
35:51.28,,VASSALLE Andrea,1986,SM35,G.S. ORECCHIELLA GARFAGNANA,7 se- 1,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/VASSALLE-Andrea/fa2RkpWjcWY%3D,https://www.fidal.it/societa/G-S--ORECCHIELLA-GARFAGNANA/LU103
35:52.27,,ZANINI Marco,1978,SM45,ATL. PARATICO,5 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/ZANINI-Marco/dqqRl5ShaWo%3D,https://www.fidal.it/societa/ATL--PARATICO/BS562
35:54.72,,CHECCACCI Michele,1981,SM40,ASD TRACK & FIELD MASTER GROSS,11 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/CHECCACCI-Michele/faqRkpegb2o%3D,https://www.fidal.it/societa/ASD-TRACK-&-FIELD-MASTER-GROSS/GR432
35:57.04,,TURANO Francesco,1968,SM55,COSENZA K42,1 se- 1,Cosenza,2024-04-06,https://www.fidal.it/atleta/TURANO-Francesco/hqmRkpKlcWY%3D,https://www.fidal.it/societa/COSENZA-K42/CS361
36:00.55,,MUSCOLINO Michael,1993,SM,ATL. GAVIRATE,99 se- 1,Rubiera,2024-04-07,https://www.fidal.it/atleta/MUSCOLINO-Michael/drKRk5mmbGQ%3D,https://www.fidal.it/societa/ATL--GAVIRATE/VA550
36:02.78,,SCOPECE Fabio,1991,SM,U.S. FOGGIA ATL. LEGGERA,3 se- 1,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/SCOPECE-Fabio/hKuRkpKhcGw%3D,https://www.fidal.it/societa/U-S--FOGGIA-ATL--LEGGERA/FG202
36:03.40,,FRATTINI Antonio,1986,SM35,ATL. NOVESE,12 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/FRATTINI-Antonio/dKmRlJOjcGc%3D,https://www.fidal.it/societa/ATL--NOVESE/AL007
36:03.82,,BERTOLA Ismaele,2006,JM,ATLETICA CAIRO,5 su- 1,Celle Ligure,2024-04-20,https://www.fidal.it/atleta/BERTOLA-Ismaele/dayRkpWib2U%3D,https://www.fidal.it/societa/ATLETICA-CAIRO/SV021
36:04.16,,DE CESARE Damiano,1998,SM,A.S.D. ATL. AGROPOLI,99 se- 1,Rubiera,2024-04-07,https://www.fidal.it/atleta/DE-CESARE-Damiano/gK2RkpWmbmY%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
36:04.20,,GAETA Filadelfo,1980,SM40,A.S.D. ATL. SCUOLA LENTINI,11 se- 2,Palermo,2024-04-06,https://www.fidal.it/atleta/GAETA-Filadelfo/h7GRkpKkcWQ%3D,https://www.fidal.it/societa/A-S-D--ATL--SCUOLA-LENTINI/SR131
36:04.84,,TOSTI Raniero,1968,SM55,MARA' AVIS MARATHON,12 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/TOSTI-Raniero/e6iRk5Knb2w%3D,https://www.fidal.it/societa/MARA-AVIS-MARATHON/AP052
36:05.38,,ROMITI Gioele,2005,JM,TIRRENO ATLETICA CIVITAVECCHIA,19 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/ROMITI-Gioele/f6yRlpakbmg%3D,https://www.fidal.it/societa/TIRRENO-ATLETICA-CIVITAVECCHIA/RM068
36:05.4,,PIA Matteo,1996,SM,ATL. MONDOVI'-ACQUA S.BERNARDO,1 se- 2,Asti,2024-04-14,https://www.fidal.it/atleta/PIA-Matteo/dKuRk5aoaGM%3D,https://www.fidal.it/societa/ATL--MONDOVI-ACQUA-S-BERNARDO/CN005
36:05.72,,LOSA Massimiliano,1972,SM50,POLISPORTIVA LOSA S.S.D.R.L.,6 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/LOSA-Massimiliano/dq2RmJelbGQ%3D,https://www.fidal.it/societa/POLISPORTIVA-LOSA-S-S-D-R-L-/MI861
36:05.98,,ARRIGHI Remo,1987,SM35,ATLETICA CASCINA,8 se- 1,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/ARRIGHI-Remo/faiRk5uib2Q%3D,https://www.fidal.it/societa/ATLETICA-CASCINA/PI081
36:07.92,,MANNU Alessandro,1978,SM45,CCRS  SORSO,1 se- 1,Sassari,2024-04-20,https://www.fidal.it/atleta/MANNU-Alessandro/iKyRkpulaWk%3D,https://www.fidal.it/societa/CCRS-SORSO/SS064
36:10.14,,EULA Enrico,1962,SM60,ATL. PARATICO,1 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/EULA-Enrico/dK6RlpincGo%3D,https://www.fidal.it/societa/ATL--PARATICO/BS562
36:10.2,,FRANCOLINO Antonio,1975,SM45,MURGIA MARATHON SANTERAMO,1 se- 2,Matera,2024-04-20,https://www.fidal.it/atleta/FRANCOLINO-Antonio/hamRkpOmbmw%3D,https://www.fidal.it/societa/MURGIA-MARATHON-SANTERAMO/BA702
36:12.11,,TADDEI Gianfranco,1979,SM45,TEAM NUOVA PODISTICA MASSAFRA,4 se- 1,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/TADDEI-Gianfranco/hK2RkpSha2U%3D,https://www.fidal.it/societa/TEAM-NUOVA-PODISTICA-MASSAFRA/TA464
36:14.15,,MAINAS Andrea,1984,SM40,ATHLETIC CLUB FIREX BELLUNO,6 se- 2,Treviso,2024-04-14,https://www.fidal.it/atleta/MAINAS-Andrea/eKmRlJakbGc%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-FIREX-BELLUNO/BL009
36:14.52,,SCARAFILE Pierluigi,2006,JM,ATL.AM. CISTERNINO ECOLSERVIZI,20 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/SCARAFILE-Pierluigi/hKqSmZafcGo%3D,https://www.fidal.it/societa/ATL-AM--CISTERNINO-ECOLSERVIZI/BR104
36:14.8,,BIANCO Antonio luca,1985,SM35,NOVA SIRI MARATHON,6 se- 1,Matera,2024-04-20,https://www.fidal.it/atleta/BIANCO-Antonio-luca/hamRkpShb2w%3D,https://www.fidal.it/societa/NOVA-SIRI-MARATHON/MT569
36:14.81,,NOTTOLINI Claudio,1962,SM60,ASD TRACK & FIELD MASTER GROSS,2 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/NOTTOLINI-Claudio/fbKRkpOkcGk%3D,https://www.fidal.it/societa/ASD-TRACK-&-FIELD-MASTER-GROSS/GR432
36:14.95,,FIGARA Gabriele,1979,SM45,ASD TRACK & FIELD MASTER GROSS,7 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/FIGARA-Gabriele/fbKRkpSgbms%3D,https://www.fidal.it/societa/ASD-TRACK-&-FIELD-MASTER-GROSS/GR432
36:17.0,,GIAQUINTA Tommaso,2005,JM,ATLETICA VENARIA REALE,10 se- 1,Asti,2024-04-14,https://www.fidal.it/atleta/GIAQUINTA-Tommaso/dK6RlpuoamQ%3D,https://www.fidal.it/societa/ATLETICA-VENARIA-REALE/TO268
36:19.26,,CAPRIO Daniele,1985,SM35,A.S.D. CARMAX CAMALDOLESE,3 se- 2,Avellino,2024-04-06,https://www.fidal.it/atleta/CAPRIO-Daniele/gK2RkpSlbGY%3D,https://www.fidal.it/societa/A-S-D--CARMAX-CAMALDOLESE/SA138
36:21.46,,PALLOTTA Marco,2004,PM,ATL. AVIS MACERATA,7 se- 2,Treviso,2024-04-14,https://www.fidal.it/atleta/PALLOTTA-Marco/e6uRkpSkamU%3D,https://www.fidal.it/societa/ATL--AVIS-MACERATA/MC004
36:21.83,,CINALLI Domenico,1988,SM35,ASD MISTERCAMP CASTELFRENTANO,2 se- 3,Tolentino,2024-04-13,https://www.fidal.it/atleta/CINALLI-Domenico/gaqRkpWfbWk%3D,https://www.fidal.it/societa/ASD-MISTERCAMP-CASTELFRENTANO/CH175
36:22.60,,D'ARCO Prisco,1969,SM55,ASDATL. ISAURA VALLE DELL'IRNO,14 se- 3,Avellino,2024-04-06,https://www.fidal.it/atleta/D-ARCO-Prisco/gKiRlpKkaWw%3D,https://www.fidal.it/societa/ASDATL--ISAURA-VALLE-DELL-IRNO/SA146
36:24.10,,CECCHINI Manuel,2004,PM,CALCESTRUZZI CORRADINI EXCELS.,1 se- 1,Rubiera,2024-04-07,https://www.fidal.it/atleta/CECCHINI-Manuel/erGRkpimb2s%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
36:25.00,,PASSARINI Francesco,1984,SM40,G.P. AVIS CASTELRAIMONDO,3 se- 3,Tolentino,2024-04-13,https://www.fidal.it/atleta/PASSARINI-Francesco/e6uRkpifaGg%3D,https://www.fidal.it/societa/G-P--AVIS-CASTELRAIMONDO/MC037
36:27.59,,ROMERO Eduardo,1988,SM35,ASA ASCOLI PICENO,13 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/ROMERO-Eduardo/e6uRkpWha2s%3D,https://www.fidal.it/societa/ASA-ASCOLI-PICENO/AP005
36:30.29,,NARDI Matteo,1975,SM45,SEMPREDICORSA ASD,9 se- 1,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/NARDI-Matteo/faiRkpOoaGo%3D,https://www.fidal.it/societa/SEMPREDICORSA-ASD/LI416
36:34.76,,LEONARDI Maurizio,1959,SM65,A.S.D. ATLETICA MASTER TRIESTE,4 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/LEONARDI-Maurizio/d6iRkpukcGw%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-MASTER-TRIESTE/TS546
36:34.78,,LA MARCA Salvatore gabriele,2003,PM,A.S.D. CAMPOBELLO CORRE,12 se- 2,Palermo,2024-04-06,https://www.fidal.it/atleta/LA-MARCA-Salvatore-gabriele/h6mRkpKfcGc%3D,https://www.fidal.it/societa/A-S-D--CAMPOBELLO-CORRE/AG641
36:36.66,,BORRELLI Domenico,2006,JM,RUNNING CLUB NAPOLI,4 se- 2,Avellino,2024-04-06,https://www.fidal.it/atleta/BORRELLI-Domenico/gKyRkpmgbmY%3D,https://www.fidal.it/societa/RUNNING-CLUB-NAPOLI/NA965
36:37.75,,CIMINO Massimo,1974,SM50,A.S.D. BRANCALEONE  ASTI,8 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/CIMINO-Massimo/dKuRk5akb2Y%3D,https://www.fidal.it/societa/A-S-D--BRANCALEONE-ASTI/AT003
36:38.91,,MURATORE Antonino,1984,SM40,A.S.DIL. UNIVERSITAS PA,13 se- 2,Palermo,2024-04-06,https://www.fidal.it/atleta/MURATORE-Antonino/h66RkpOobmg%3D,https://www.fidal.it/societa/A-S-DIL--UNIVERSITAS-PA/PA030
36:39.34,,DI LORETO Andrea,2006,JM,ASD AREA ATLETICA SAN CESAREO,10 se- 1,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/DI-LORETO-Andrea/f6yRlZalcGQ%3D,https://www.fidal.it/societa/ASD-AREA-ATLETICA-SAN-CESAREO/RS084
36:41.27,,GALDERISI Daniele,1996,SM,ASD NISSOLINO ATL. VELLETRI,1 se- 2,Colleferro,2024-04-14,https://www.fidal.it/atleta/GALDERISI-Daniele/f6iRmZefcWk%3D,https://www.fidal.it/societa/ASD-NISSOLINO-ATL--VELLETRI/RS521
36:41.99,,STELLA Silvio,1993,SM,U.S. SANGIORGESE,22 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/STELLA-Silvio/dq2RkpukcWg%3D,https://www.fidal.it/societa/U-S--SANGIORGESE/MI244
36:43.31,,PORFIRI Cristiano,1974,SM50,ATLETICA CIVITANOVA,4 se- 3,Tolentino,2024-04-13,https://www.fidal.it/atleta/PORFIRI-Cristiano/e6iRkpqjbGY%3D,https://www.fidal.it/societa/ATLETICA-CIVITANOVA/MC011
36:44.87,,SICA Domenico,1985,SM35,A.S.D. ATL. AGROPOLI,5 se- 2,Avellino,2024-04-06,https://www.fidal.it/atleta/SICA-Domenico/gKiRlZKgamg%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
36:45.00,,TOSETTI Davide,1969,SM55,G.S. FULGOR PRATO SESIA,5 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/TOSETTI-Davide/dKAAARlJahaWM%3D,https://www.fidal.it/societa/G-S--FULGOR-PRATO-SESIA/NO037
